hedge,sentence,gemini_label,softness_harshness,formality,degree,softens_harshness
a bit," Because one single brick is not enough but all of them together that is a history of all of those pieces together one only a bit of history but still very important for history and events from time periods in history, just like World War II everywhere, but also in Denmark.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 3, ""degree"": 5}",5.0,3.0,5.0,5.0
very," Because one single brick is not enough but all of them together that is a history of all of those pieces together one only a bit of history but still very important for history and events from time periods in history, just like World War II everywhere, but also in Denmark.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"Just to let you know, the ""all-caps"" material was from the [[National Weather Service]] (see source linked at bottom), I was rewriting it, since an ''exact'' copy of the NWS isn't very encyclopedic.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 5, ""degree"": 3}",7.0,5.0,3.0,7.0
very,":I am aware that the material comes from NOAA which is public domain, but it still needs to be attributed, and unless there is a very good reason , all-caps isn't acceptable.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 4}",4.0,5.0,4.0,4.0
fairly,":I urge you to post there, explain your position relative to Daniel McCoy, and I am fairly certain you will get advice that discourages you from writing such an article.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 5, ""degree"": 5}",7.0,5.0,5.0,7.0
very,Background: I am developing what will be a very comprehensive article on Tom O'Malley (the founder of the modern independent refining industry).,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 4, ""degree"": 5}",5.0,4.0,5.0,5.0
relatively, I grabbed parts of a relatively weak (and 25-year-old stale article from Encyclopedia.,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 6, ""degree"": 4}",7.0,6.0,4.0,7.0
a bit,com (which surprised me given that it was a draft as patrolling drafts seems a bit odd).,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 3, ""degree"": 5}",8.0,3.0,5.0,8.0
a bit, This seems a bit counterintuitive to me.,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 4}",8.0,4.0,4.0,8.0
quite, If that's your assumption it is quite incorrect.,"{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 7, ""degree"": 5}",4.0,7.0,5.0,4.0
largely," When done, take a look at the original source on the chance your memory is so good you managed to largely reproduce it.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,::::Thank you very much for the assistance and support!,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 6, ""degree"": 5}",5.0,6.0,5.0,5.0
a little,":Contributing to Wikipedia is a little bit harder than some realize, because it means you have to write the information in your own words (with some rare exceptions such as identified short quotes, and material from some public domain sources.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 4, ""degree"": 5}",7.0,4.0,5.0,7.0
very,"While the very lightly edited machine translation was adequate for my purposes on StackExchange, it needs a complete rewrite in my own words for easier comprehension on Wikipedia, which was what I was in the midst of.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
quite, I just wanted to let you know that one or more of [[Special:Contributions/125.164.23.28|your recent contributions]] were not quite right.,"{""is_modifier"": true, ""softens_harshness"": 9, ""formality"": 7, ""degree"": 4}",9.0,7.0,4.0,9.0
really,": {{ping|DACartman}} An immediate ""only warning"" of a likely block to an editor who has only just started editing is not appropriate except in the case of really seriously objectionable content.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 4, ""degree"": 4}",4.0,4.0,4.0,4.0
very,": You are, of course, very welcome to start making contributions to the encyclopaedia, on subjects unrelated to yourself, in line with [[Wikipedia:policies and guidelines|Wikipedia policies and guidelines]], if you are interested in doing so, but if you wish to publish your personal ideas, then there are many web sites which provide that sort of service, but Wikipedia is not one of them.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 6, ""degree"": 3}",8.0,6.0,3.0,8.0
very,Thank you very much for responding to my query.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 6, ""degree"": 5}",5.0,6.0,5.0,5.0
a bit," If this is not what you mean, could you be a bit more specific about the topic?","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 4}",8.0,4.0,4.0,8.0
somewhat,":* I am somewhat concerned about [[:File:Facebook video 353179055517759 — копия.mp3]], which you cite in the article.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 7, ""degree"": 4}",8.0,7.0,4.0,8.0
somewhat,":* The writing looks somewhat approachable, but has some informal writing.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 6, ""degree"": 5}",7.0,6.0,5.0,7.0
very,I’m very new at this.,"{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 5, ""degree"": 5}",6.0,5.0,5.0,6.0
really," If you really want to write things and save them without publishing them to Wikipedia, you can write in a word processor and copy/paste it later.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 4, ""degree"": 4}",5.0,4.0,4.0,5.0
very,I would be very happy to hear you advice and suggestions!,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
pretty," As it is pretty standard, you may also insert a box with the main image and basic information.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 2, ""degree"": 4}",6.0,2.0,4.0,6.0
very,::Thank you very much @[[User:ObserveOwl|ObserveOwl]]!,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 6, ""degree"": 5}",5.0,6.0,5.0,5.0
very,::@ObserveOwl: Thank you very much for your detailed and clear response.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 6, ""degree"": 5}",5.0,6.0,5.0,5.0
extremely, It was extremely helpful.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,::I would be very grateful if you could review it at your convenience and provide any feedback on its structure or content.,"{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 6, ""degree"": 5}",6.0,6.0,5.0,6.0
extremely, I would be extremely grateful if you could take another brief look at it with the new sources added.,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 7, ""degree"": 5}",7.0,7.0,5.0,7.0
very," These include editing articles in the same narrow topic, similar typing style or mistakes, having knowledge of Wikipedia process as a very new account (note that a new user could have gotten outside guidance or edited under an unregistered account previously), the times of the day or days of the week they both edit, etc.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very," Taking two sources as examples: ''[https://timesofindia.indiatimes.com/city/patna/bihar-govt-steps-up-vigil-to-monitor-midday-meals-in-schools/articleshow/97812095.cms Times of India]'' mentions Jha, but describes him very briefly; similarly, ''[https://www.telegraphindia.com/bihar/freshers-weave-fashion-dreams/cid/365910 The Telegraph India]'' only mentions him once.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very," Interviews in a very simple and plain ""question and answer"" format are hard to use for notability, while more investigative and analytical reporting like ''[[60 Minutes]]'' can be strong indicators of notability.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 4, ""degree"": 5}",4.0,4.0,5.0,4.0
mostly,") However, articles should mostly rely on reliable [[WP:secondary|secondary]]/independent sources like books or newspapers whenever possible.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 5, ""degree"": 5}",8.0,5.0,5.0,8.0
really," ''You can't resubmit something without changing anything, and you really can't resubmit this.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 4, ""degree"": 3}",4.0,4.0,3.0,4.0
quite," This doesn't imply there's anything wrong with anything you did, it's just that because of constant disruption in this topic area, the arbitration committee has placed special protections on this topic, and the community is quite strict about enforcing contentious topic restrictions.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 7, ""degree"": 4}",6.0,7.0,4.0,6.0
very,:::Thank you very much.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 6, ""degree"": 5}",5.0,6.0,5.0,5.0
fairly," Since the topic was covered in Nature Magazine, which is fairly prestigious journal, the mentioned rule could apply to Systems Education as well.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 5, ""degree"": 4}",6.0,5.0,4.0,6.0
quite," If you were to be so kind, would you mind my inquiring about some potential sources on a certain page which has proven to be quite controversial and contentious?","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 7, ""degree"": 4}",6.0,7.0,4.0,6.0
very," We do, and can tell you very plainly, this entire article diminishes the culpability of blacks at every turn placing the blame on historical grievances and providing false statements from first paragraph to the last.","{""is_modifier"": true, ""softens_harshness"": 3, ""formality"": 5, ""degree"": 5}",3.0,5.0,5.0,3.0
very," However, I very highly disagree with your assertion that the purpose of this article is in any way meant to absolve blacks.","{""is_modifier"": true, ""softens_harshness"": 3, ""formality"": 5, ""degree"": 4}",3.0,5.0,4.0,3.0
very,":::Hey Doug, just so you are aware there is a very solid and rational case to be made regarding certain races and the likelihood for them to commit crimes.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 5}",4.0,5.0,5.0,4.0
largely, It is an intensely unpleasant point of view and therefore largely disregarded as pseduoscience by many.,"{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 6, ""degree"": 5}",6.0,6.0,5.0,6.0
very,":::Regarding the removal of your comment, I was still editing the RfC when you (very quickly, I might add.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 5}",4.0,5.0,5.0,4.0
very,"'''You do not need to do anything about this''' - if you are happy to not receive Feedback Request Service messages, thank you very much for your contributions in the past, and this will be the last you hear from the service.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 6, ""degree"": 4}",7.0,6.0,4.0,7.0
very,I am very Honored to have you as my mentor.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"I came across the listing and responded, but decided to page you because I'm not very knowledgeable on editing film stuff in WP, and thought someone more experienced might be of help.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 5, ""degree"": 4}",7.0,5.0,4.0,7.0
very," You ""GUYS"" to now make some very ""poor mistakes.","{""is_modifier"": true, ""softens_harshness"": 3, ""formality"": 5, ""degree"": 5}",3.0,5.0,5.0,3.0
very, I am very inundated for what is going on in Boxing modern hour.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 4, ""degree"": 5}",5.0,4.0,5.0,5.0
very, This occurred with my very first attempt at editing so I am at a loss.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 0}",5.0,5.0,0.0,5.0
relatively,I just made a relatively small edit to the page Unsuccessful nominations to the Cabinet of the United States.,"{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 7, ""degree"": 4}",6.0,7.0,4.0,6.0
very, I find it very difficult to accept your username as a big coincidence and that you have no relation to the company of the same name.,"{""is_modifier"": true, ""softens_harshness"": 3, ""formality"": 5, ""degree"": 5}",3.0,5.0,5.0,3.0
really,":::::If you do not own copyright for the photo and took it from somewhere else, you really need to take it down ASAP as it's a copyright violation.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 4, ""degree"": 3}",4.0,4.0,3.0,4.0
a bit," Right now we're a bit stuck because we don't have any answers, only red flags.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 4}",8.0,4.0,4.0,8.0
